blend	source1	source2	pre_sim	suf_sim	jw_sum	wordvec_similarity
fonks	for	banks	0.9	0.9	1.8	0.7378941178321838
fontane	fons	stane	0.93	0.95	1.88	0.6343103647232056
fonzo	foy	benzo	0.9	0.9	1.8	0.6718885898590088
fonzworth	fons	orth	0.93	1.0	1.9300000000000002	0.6641384959220886
fooie	fou	joie	0.9	0.94	1.8399999999999999	0.6788712739944458
foolie	foe	lie	0.9	1.0	1.9	0.6958280801773071
fooligan	footy	wigan	0.89	0.95	1.8399999999999999	0.6837860345840454
foolin	fox	colin	0.9	0.9	1.8	0.6513041257858276
foolio	fop	solio	0.9	0.9	1.8	0.6419634222984314
footlong	food	long	0.93	1.0	1.9300000000000002	0.7674846649169922
footwash	foo	wash	1.0	1.0	2.0	0.6482104659080505
forbes	foh	babes	0.9	0.9	1.8	0.6598960161209106
fordham	forfar	needham	0.87	0.9	1.77	0.7111775875091553
foreal	foy	beal	0.9	0.94	1.8399999999999999	0.8310637474060059
forein	foh	bein	0.9	0.94	1.8399999999999999	0.6879212856292725
foreva	foo	eva	0.9	1.0	1.9	0.7433972954750061
forgettin	fore	suttin	0.93	0.92	1.85	0.6705055832862854
forhead	for	head	1.0	1.0	2.0	0.8087160587310791
forhet	fop	chet	0.9	0.94	1.8399999999999999	0.6417651176452637
formados	foram	dados	0.89	0.95	1.8399999999999999	0.717031717300415
formaly	foray	anomaly	0.89	0.9	1.79	0.7571597099304199
forman	foo	man	0.9	1.0	1.9	0.6339043378829956
formas	foy	lamas	0.9	0.9	1.8	0.8048120737075806
formspring	for	ring	1.0	1.0	2.0	0.7626351714134216
forqettin	fore	suttin	0.93	0.92	1.85	0.6705055832862854
forreal	for	real	1.0	1.0	2.0	0.8111963272094727
forreals	for	deals	1.0	0.95	1.95	0.7143821716308594
forsure	for	sure	1.0	1.0	2.0	0.8662978410720825
forwars	for	wars	1.0	1.0	2.0	0.678067684173584
fotos	fop	lotos	0.9	0.9	1.8	0.8126892447471619
fourplay	foul	play	0.93	1.0	1.9300000000000002	0.6551427245140076
fourties	foul	ties	0.93	1.0	1.9300000000000002	0.6306569576263428
foward	fop	bard	0.9	0.94	1.8399999999999999	0.6444629430770874
fragmentos	frae	pantos	0.93	0.92	1.85	0.7878049612045288
fragranced	frae	chanced	0.93	0.9	1.83	0.7609509229660034
frands	fro	bands	0.9	0.9	1.8	0.6333286762237549
frankie	frae	hankie	0.93	0.92	1.85	0.6583073139190674
franky	fro	pinky	0.9	0.9	1.8	0.6580395102500916
franny	fry	nanny	0.9	0.9	1.8	0.6572955846786499
fraudian	framer	acadian	0.87	0.9	1.77	0.7136098742485046
freaken	freely	weaken	0.87	0.92	1.79	0.7130736708641052
freakin	freak	takin	0.89	0.95	1.8399999999999999	0.6803808212280273
freaknick	fred	nick	0.93	1.0	1.9300000000000002	0.8059346079826355
freakygang	freak	gang	0.89	1.0	1.8900000000000001	0.7470194697380066
freal	fro	deal	0.9	0.94	1.8399999999999999	0.6729269027709961
freall	fro	all	0.9	1.0	1.9	0.7194799184799194
frechrolls	freaks	dolls	0.87	0.95	1.8199999999999998	0.6567661762237549
freco	frt	teco	0.9	0.94	1.8399999999999999	0.6379907131195068
fredricks	freak	dicks	0.89	0.95	1.8399999999999999	0.7063624858856201
freebird	freak	bird	0.89	1.0	1.8900000000000001	0.6728973388671875
freestylin	freck	kylin	0.89	0.95	1.8399999999999999	0.7109417915344238
freethrow	freak	throw	0.89	0.95	1.8399999999999999	0.733045756816864
frend	fro	bend	0.9	0.94	1.8399999999999999	0.7368510365486145
frends	fro	bands	0.9	0.9	1.8	0.6333286762237549
frenemies	freres	amies	0.87	0.95	1.8199999999999998	0.8331143856048584
frens	fra	ens	0.9	1.0	1.9	0.7846786975860596
fresca	frs	posca	0.9	0.9	1.8	0.6737303733825684
freshfrommars	freshens	grammars	0.88	0.92	1.8	0.7663500905036926
freshy	frt	dashy	0.9	0.9	1.8	0.7600551247596741
frezer	frs	gazer	0.9	0.9	1.8	0.6303948163986206
frick	fro	dick	0.9	0.94	1.8399999999999999	0.750977098941803
frienmies	frison	mamies	0.87	0.92	1.79	0.6409537196159363
friggin	frim	laggin	0.93	0.92	1.85	0.6307374238967896
friiends	friday	ends	0.87	1.0	1.87	0.8370558023452759
friito	frt	bito	0.9	0.94	1.8399999999999999	0.7663789987564087
fristrating	friar	bating	0.89	0.96	1.85	0.722012996673584
fritos	frs	jatos	0.9	0.9	1.8	0.6563167572021484
frm	fro	arm	0.9	0.91	1.81	0.7086820602416992
froat	fry	oat	0.9	1.0	1.9	0.638506293296814
frohawk	frog	hawk	0.93	1.0	1.9300000000000002	0.7359462380409241
fronta	frt	ganta	0.9	0.9	1.8	0.7399080991744995
frontin	frow	ventin	0.93	0.92	1.85	0.6960253119468689
frontrunners	frocks	spanners	0.87	0.92	1.79	0.7063619494438171
frostin	frond	festin	0.89	0.92	1.81	0.6750516891479492
fru	frt	mru	0.9	0.91	1.81	0.739898681640625
fruck	fro	buck	0.9	0.94	1.8399999999999999	0.7875156402587891
fruitloopy	frump	goopy	0.89	0.95	1.8399999999999999	0.6724369525909424
fruitopia	frump	topia	0.89	0.95	1.8399999999999999	0.7986794114112854
frunt	fry	aunt	0.9	0.94	1.8399999999999999	0.6596001386642456
fruntin	frump	quintin	0.89	0.9	1.79	0.6314359307289124
fryed	frt	fayed	0.9	0.9	1.8	0.63972008228302
ftp	fth	ptp	0.9	0.91	1.81	0.7449472546577454
fucced	fur	laced	0.9	0.9	1.8	0.7632099390029907
fucka	fub	pucka	0.9	0.9	1.8	0.6740002632141113
fuckable	fuck	able	0.93	1.0	1.9300000000000002	0.7131197452545166
fuckas	fub	kakas	0.9	0.9	1.8	0.6398630142211914
fuckass	fucked	jackass	0.87	0.9	1.77	0.643679141998291
fucken	fun	taken	0.9	0.9	1.8	0.7858158946037292
fuckers	fuck	lakers	0.93	0.92	1.85	0.6481150388717651
fuckes	fur	cakes	0.9	0.9	1.8	0.6740685701370239
fuckgirl	fuck	girl	0.93	1.0	1.9300000000000002	0.8667355179786682
fuckin	fug	likin	0.9	0.9	1.8	0.706402063369751
fuckshit	fuck	shit	0.93	1.0	1.9300000000000002	0.9751237630844116
fudgin	fud	agin	0.9	0.94	1.8399999999999999	0.7967193126678467
fuente	fut	monte	0.9	0.9	1.8	0.6548974514007568
fueron	fub	biron	0.9	0.9	1.8	0.6498833298683167
fugees	fug	dees	0.9	0.94	1.8399999999999999	0.6338285207748413
fugga	fub	regga	0.9	0.9	1.8	0.6768649816513062
fuggin	fud	agin	0.9	0.94	1.8399999999999999	0.7967193126678467
fuggs	fur	eggs	0.9	0.94	1.8399999999999999	0.6633355617523193
fugly	fun	ugly	0.9	0.94	1.8399999999999999	0.7043865323066711
fuh	fud	auh	0.9	0.91	1.81	0.6779640913009644
fuhkas	fub	kakas	0.9	0.9	1.8	0.6398630142211914
fuhkin	fug	likin	0.9	0.9	1.8	0.706402063369751
fuiste	fun	taste	0.9	0.9	1.8	0.7673680186271667
fuked	fug	ked	0.9	1.0	1.9	0.6311634182929993
fukin	fug	likin	0.9	0.9	1.8	0.706402063369751
fuking	fun	ing	0.9	1.0	1.9	0.6437092423439026
fukkas	fub	kakas	0.9	0.9	1.8	0.6398630142211914
fukked	fug	ked	0.9	1.0	1.9	0.6311634182929993
fukkin	fug	likin	0.9	0.9	1.8	0.706402063369751
fulanie	fuller	jeanie	0.87	0.92	1.79	0.6628620624542236
fullhouse	fulgor	bouse	0.87	0.95	1.8199999999999998	0.6322125196456909
fundraiser	funder	kaiser	0.87	0.92	1.79	0.6424362659454346
funhouse	funest	bouse	0.87	0.95	1.8199999999999998	0.6795740127563477
funner	fud	saner	0.9	0.9	1.8	0.6559754014015198
funni	fud	penni	0.9	0.9	1.8	0.642365038394928
funnie	fud	monie	0.9	0.9	1.8	0.7131931781768799
funsized	funded	seized	0.87	0.92	1.79	0.7297850847244263
furball	fury	ball	0.93	1.0	1.9300000000000002	0.6534266471862793
fussin	fur	resin	0.9	0.9	1.8	0.6698933839797974
futch	fun	batch	0.9	0.9	1.8	0.6601549386978149
futon	fum	moton	0.9	0.9	1.8	0.6950684785842896
futtin	fur	satin	0.9	0.9	1.8	0.7033960223197937
fuuny	fub	tuny	0.9	0.94	1.8399999999999999	0.6782180070877075
fux	fud	dux	0.9	0.91	1.81	0.7071093320846558
fuxkin	fug	likin	0.9	0.9	1.8	0.706402063369751
fuzion	fur	onion	0.9	0.9	1.8	0.6658797264099121
gabba	gal	bubba	0.9	0.9	1.8	0.6345013380050659
gabisa	gau	disa	0.9	0.94	1.8399999999999999	0.7860139608383179
gabrielle	gabber	canelle	0.87	0.9	1.77	0.6680322289466858
gabung	gan	bung	0.9	0.94	1.8399999999999999	0.7202904224395752
gaenak	gaj	banak	0.9	0.9	1.8	0.7763190269470215
gaf	gaw	haf	0.9	0.91	1.81	0.7223418951034546
gaggin	gag	gin	0.9	1.0	1.9	0.7206392884254456
gahtta	gad	atta	0.9	0.94	1.8399999999999999	0.7933230400085449
gainesville	gail	neville	0.93	0.94	1.87	0.6627302765846252
gak	gae	dak	0.9	0.91	1.81	0.7255550622940063
galang	gag	bang	0.9	0.94	1.8399999999999999	0.776126503944397
gallis	gaj	palis	0.9	0.9	1.8	0.7029799222946167
gameface	game	face	0.93	1.0	1.9300000000000002	0.6788549423217773
gamestop	game	stop	0.93	1.0	1.9300000000000002	0.6918217539787292
ganare	gap	are	0.9	1.0	1.9	0.6941410899162292
ganarle	gansa	arle	0.89	1.0	1.8900000000000001	0.7051959037780762
ganas	gae	manas	0.9	0.9	1.8	0.6484310626983643
gangis	gau	gis	0.9	1.0	1.9	0.6572991609573364
gangstas	ganges	vestas	0.87	0.92	1.79	0.7986463308334351
ganna	gab	anna	0.9	0.94	1.8399999999999999	0.7092796564102173
ganti	gas	anti	0.9	0.94	1.8399999999999999	0.6665219664573669
gantian	gang	haitian	0.93	0.9	1.83	0.632194995880127
garfunkel	garbo	finkel	0.89	0.92	1.81	0.7086256742477417
garica	gal	erica	0.9	0.9	1.8	0.716099739074707
garlin	gag	lin	0.9	1.0	1.9	0.7313644886016846
garotas	gardy	iotas	0.89	0.95	1.8399999999999999	0.694526195526123
garrett	gareth	brett	0.87	0.95	1.8199999999999998	0.7899080514907837
garunteed	garn	teed	0.93	1.0	1.9300000000000002	0.721069872379303
gased	gap	based	0.9	0.9	1.8	0.744129478931427
gassin	gam	basin	0.9	0.9	1.8	0.694028377532959
gatau	gag	tau	0.9	1.0	1.9	0.8520035743713379
gatlinburg	gator	burg	0.89	1.0	1.8900000000000001	0.6359281539916992
gatorade	gating	charade	0.87	0.9	1.77	0.6785363554954529
gators	gaj	bors	0.9	0.94	1.8399999999999999	0.6794435977935791
gatta	gad	atta	0.9	0.94	1.8399999999999999	0.7933230400085449
gav	gal	hav	0.9	0.91	1.81	0.7646796703338623
gawat	gal	wat	0.9	1.0	1.9	0.6637380123138428
gaydar	gas	radar	0.9	0.9	1.8	0.7020812034606934
gaynor	gap	minor	0.9	0.9	1.8	0.6962149143218994
gdp	gds	adp	0.9	0.91	1.81	0.7141936421394348
geddin	gen	din	0.9	1.0	1.9	0.6449043154716492
geeked	gey	ked	0.9	1.0	1.9	0.7282134294509888
geesh	gem	mesh	0.9	0.94	1.8399999999999999	0.6373580098152161
gellie	gee	lie	0.9	1.0	1.9	0.6691211462020874
genero	gem	hero	0.9	0.94	1.8399999999999999	0.6828424334526062
gental	gem	metal	0.9	0.9	1.8	0.6663950681686401
gentee	gem	tee	0.9	1.0	1.9	0.6659057140350342
gerome	get	come	0.9	0.94	1.8399999999999999	0.8165509700775146
gerren	gee	ren	0.9	1.0	1.9	0.6762096881866455
gertude	germy	stude	0.89	0.95	1.8399999999999999	0.6781957149505615
gethere	get	here	1.0	1.0	2.0	0.9327569603919983
getin	gem	tin	0.9	1.0	1.9	0.666221022605896
geting	gen	ing	0.9	1.0	1.9	0.7758528590202332
getta	gee	atta	0.9	0.94	1.8399999999999999	0.7068529725074768
gettig	gey	tig	0.9	1.0	1.9	0.6301175951957703
gettin	gem	tin	0.9	1.0	1.9	0.666221022605896
getty	ged	atty	0.9	0.94	1.8399999999999999	0.6723102927207947
ghanians	ghast	radians	0.89	0.9	1.79	0.7078028917312622
gholston	ghosty	teston	0.87	0.92	1.79	0.6845031976699829
gibblets	gibier	palets	0.87	0.92	1.79	0.6748101711273193
gicing	gin	ing	0.9	1.0	1.9	0.6854535341262817
giclee	gil	lee	0.9	1.0	1.9	0.7335488796234131
gigalo	gid	lalo	0.9	0.94	1.8399999999999999	0.721732497215271
giggy	gip	haggy	0.9	0.9	1.8	0.6587095856666565
giive	gig	five	0.9	0.94	1.8399999999999999	0.6554571986198425
giivin	gin	vin	0.9	1.0	1.9	0.698154628276825
gimana	gil	ana	0.9	1.0	1.9	0.6879962682723999
gimee	gip	smee	0.9	0.94	1.8399999999999999	0.632841944694519
gimmie	gip	damie	0.9	0.9	1.8	0.6476501226425171
ginuwine	ginger	wine	0.87	1.0	1.87	0.6851028203964233
girbaud	giron	baud	0.89	1.0	1.8900000000000001	0.6989167928695679
giselle	gise	canelle	0.93	0.9	1.83	0.6349879503250122
givess	gil	ess	0.9	1.0	1.9	0.6601327657699585
glambulge	gladly	indulge	0.87	0.9	1.77	0.6821917295455933
glasco	gld	tasco	0.9	0.9	1.8	0.6447883248329163
glc	gld	alc	0.9	0.91	1.81	0.6386932134628296
glendevon	glebe	devon	0.89	0.95	1.8399999999999999	0.6940217018127441
glo	glt	blo	0.9	0.91	1.81	0.6641789674758911
gloray	glb	moray	0.9	0.9	1.8	0.6340389251708984
gnite	gns	flite	0.9	0.9	1.8	0.6863971948623657
gnr	gns	lnr	0.9	0.91	1.81	0.7424218654632568
goaway	god	way	0.9	1.0	1.9	0.8773413896560669
gobstoppers	goblin	clappers	0.87	0.92	1.79	0.7627424001693726
godesses	goddam	gasses	0.87	0.92	1.79	0.6353033185005188
godislove	god	love	1.0	1.0	2.0	0.8722840547561646
goess	gou	bess	0.9	0.94	1.8399999999999999	0.633073091506958
goffyness	goff	ness	0.93	1.0	1.9300000000000002	0.677965521812439
goiing	god	ing	0.9	1.0	1.9	0.6994361281394958
goina	gov	china	0.9	0.9	1.8	0.6634669303894043
goinn	goo	inn	0.9	1.0	1.9	0.6695515513420105
goldberg	golem	iceberg	0.89	0.9	1.79	0.7230180501937866
golddigger	golem	bagger	0.89	0.92	1.81	0.705290675163269
gompers	gomer	capers	0.89	0.92	1.81	0.8032242059707642
gonch	got	bench	0.9	0.9	1.8	0.7167000770568848
gonee	goi	ainee	0.9	0.9	1.8	0.6608126759529114
gooch	gog	coch	0.9	0.94	1.8399999999999999	0.6588945388793945
goodfellas	goodby	ballas	0.87	0.92	1.79	0.6582199335098267
goodfoot	goose	foot	0.89	1.0	1.8900000000000001	0.6642665266990662
goodinton	gook	danton	0.93	0.92	1.85	0.7541763782501221
goodlooks	good	books	0.93	0.95	1.88	0.7064553499221802
goodnite	goop	granite	0.93	0.9	1.83	0.6965396404266357
goodshit	goo	shit	1.0	1.0	2.0	0.7011927366256714
goodtimes	goons	dimes	0.89	0.95	1.8399999999999999	0.6576870679855347
goodyears	goose	ears	0.89	1.0	1.8900000000000001	0.6422531008720398
google	got	eagle	0.9	0.9	1.8	0.661212146282196
googled	goodly	gled	0.87	1.0	1.87	0.6560006141662598
gooin	gou	hoin	0.9	0.94	1.8399999999999999	0.6649120450019836
goona	gon	gona	0.9	0.94	1.8399999999999999	0.8352890014648438
goonette	goony	facette	0.89	0.9	1.79	0.6457153558731079
goonettes	goopy	mattes	0.89	0.92	1.81	0.7216046452522278
goosebumps	gooks	umps	0.89	1.0	1.8900000000000001	0.6461753249168396
gop	gon	bop	0.9	0.91	1.81	0.7018663287162781
gopek	goy	kopek	0.9	0.9	1.8	0.6356149911880493
gorcerybags	goran	moneybags	0.89	0.9	1.79	0.6607911586761475
gorditas	goran	litas	0.89	0.95	1.8399999999999999	0.8030034303665161
gorey	goy	brey	0.9	0.94	1.8399999999999999	0.7548936605453491
gorgan	gor	gan	0.9	1.0	1.9	0.6433526277542114
gorgios	goring	agios	0.87	0.95	1.8199999999999998	0.6908038854598999
gorrilla	goran	billa	0.89	0.95	1.8399999999999999	0.6528123617172241
gorssed	gored	glassed	0.89	0.9	1.79	0.779715359210968
gorunds	gored	founds	0.89	0.92	1.81	0.7308622002601624
gosta	gox	vesta	0.9	0.9	1.8	0.6342236995697021
gotcha	god	cha	0.9	1.0	1.9	0.6430196762084961
gotdamn	got	damn	1.0	1.0	2.0	0.9385145306587219
gotdang	got	dang	1.0	1.0	2.0	0.7436089515686035
gotem	goi	autem	0.9	0.9	1.8	0.6489874124526978
gottah	goa	utah	0.9	0.94	1.8399999999999999	0.7193498611450195
gotti	gou	ratti	0.9	0.9	1.8	0.6301455497741699
govvie	god	movie	0.9	0.9	1.8	0.7138796448707581
gpp	gps	app	0.9	0.91	1.81	0.7670026421546936
grabar	grf	rebar	0.9	0.9	1.8	0.7356992959976196
grabbin	grafts	bobbin	0.87	0.92	1.79	0.7771300673484802
graduatin	grammy	latin	0.87	0.95	1.8199999999999998	0.671103835105896
grady	gra	ady	0.9	1.0	1.9	0.6485118269920349
grafton	graal	sefton	0.89	0.92	1.81	0.7198680639266968
grandes	gradin	glandes	0.87	0.9	1.77	0.6561838984489441
grandfinal	graded	ordinal	0.87	0.9	1.77	0.6415596604347229
grandkids	grab	kids	0.93	1.0	1.9300000000000002	0.6982262134552002
grandmotha	graal	gotha	0.89	0.95	1.8399999999999999	0.828773021697998
grandview	grab	view	0.93	1.0	1.9300000000000002	0.6586629152297974
grats	grr	thats	0.9	0.9	1.8	0.6691185235977173
grd	grf	urd	0.9	0.91	1.81	0.7596575021743774
greeat	grf	geat	0.9	0.94	1.8399999999999999	0.7158154249191284
greenbluff	grease	fluff	0.87	0.95	1.8199999999999998	0.7205678224563599
greene	grf	diene	0.9	0.9	1.8	0.640114963054657
greenscreen	green	screen	0.89	0.96	1.85	0.6458981037139893
greezy	grf	heezy	0.9	0.9	1.8	0.7519594430923462
grellas	grebe	ballas	0.89	0.92	1.81	0.6307884454727173
gremin	gro	gamin	0.9	0.9	1.8	0.6753614544868469
grenne	grf	tenne	0.9	0.9	1.8	0.7665075659751892
grevis	gro	vis	0.9	1.0	1.9	0.7472724914550781
griddy	grf	baddy	0.9	0.9	1.8	0.7241759300231934
grier	grf	shier	0.9	0.9	1.8	0.7147033214569092
griiled	grieve	hailed	0.87	0.92	1.79	0.7087334394454956
grindin	grift	nandin	0.89	0.92	1.81	0.6591691970825195
griner	grf	saner	0.9	0.9	1.8	0.635016143321991
grl	grf	brl	0.9	0.91	1.81	0.6983813047409058
grose	gro	ose	0.9	1.0	1.9	0.6498068571090698
grossman	groat	gasman	0.89	0.92	1.81	0.656571090221405
groupp	gro	supp	0.9	0.94	1.8399999999999999	0.6317762136459351
growlin	groat	bowlin	0.89	0.92	1.81	0.6645177006721497
grp	grf	prp	0.9	0.91	1.81	0.6912016272544861
grubbin	grubby	bobbin	0.87	0.92	1.79	0.7467285394668579
grunge	gro	mange	0.9	0.9	1.8	0.6865074038505554
gta	gte	pta	0.9	0.91	1.81	0.6677439212799072
gtalk	gte	alk	0.9	1.0	1.9	0.7490812540054321
gtf	gtc	ctf	0.9	0.91	1.81	0.7347462773323059
gtn	gtc	ctn	0.9	0.91	1.81	0.777416467666626
gtown	gtd	lown	0.9	0.94	1.8399999999999999	0.7024393081665039
gts	gtc	cts	0.9	0.91	1.81	0.7126868963241577
gua	guz	pua	0.9	0.91	1.81	0.6903884410858154
guala	gup	itala	0.9	0.9	1.8	0.6774078607559204
guapa	gue	apa	0.9	1.0	1.9	0.862629771232605
guarde	gup	barde	0.9	0.9	1.8	0.725401759147644
guarenteed	guan	teed	0.93	1.0	1.9300000000000002	0.6800404787063599
gucci	gup	succi	0.9	0.9	1.8	0.6542341113090515
gudda	gup	padda	0.9	0.9	1.8	0.6693165898323059
guddie	gut	die	0.9	1.0	1.9	0.6780023574829102
gudnite	gud	tonite	1.0	0.92	1.92	0.666890025138855
guena	gud	bena	0.9	0.94	1.8399999999999999	0.64334636926651
guerin	gup	larin	0.9	0.9	1.8	0.6617661118507385
guetta	gul	atta	0.9	0.94	1.8399999999999999	0.8461364507675171
guh	guz	auh	0.9	0.91	1.81	0.7099219560623169
guhhd	gup	hhd	0.9	1.0	1.9	0.6907473802566528
guiado	gur	ado	0.9	1.0	1.9	0.7006415128707886
guiate	guz	acate	0.9	0.9	1.8	0.6506117582321167
guiness	guido	ness	0.89	1.0	1.8900000000000001	0.641836404800415
gulla	gup	galla	0.9	0.9	1.8	0.6331673860549927
gummi	gul	ammi	0.9	0.94	1.8399999999999999	0.7227045893669128
gummie	gup	damie	0.9	0.9	1.8	0.8252493143081665
gumps	guv	kemps	0.9	0.9	1.8	0.6737608313560486
gunhill	gundy	cahill	0.89	0.92	1.81	0.7427107095718384
gunna	gus	anna	0.9	0.94	1.8399999999999999	0.6786583065986633
gunnaget	gundi	aget	0.89	1.0	1.8900000000000001	0.6440680623054504
gunnin	gul	benin	0.9	0.9	1.8	0.6891900897026062
gurantee	gurdy	grantee	0.89	0.9	1.79	0.6893943548202515
gurls	guv	earls	0.9	0.9	1.8	0.6981467604637146
gusta	gup	cista	0.9	0.9	1.8	0.6318768262863159
gustan	gum	satan	0.9	0.9	1.8	0.6573764681816101
gustos	gur	tos	0.9	1.0	1.9	0.6353464126586914
guthries	gutsy	dearies	0.89	0.9	1.79	0.6306822896003723
gutts	gup	batts	0.9	0.9	1.8	0.6766448020935059
guu	gul	suu	0.9	0.91	1.81	0.6449251770973206
guurl	gum	curl	0.9	0.94	1.8399999999999999	0.7106962203979492
guyanese	guy	chinese	1.0	0.9	1.9	0.7584377527236938
guyss	guz	wyss	0.9	0.94	1.8399999999999999	0.7012412548065186
gyalis	gyp	dalis	0.9	0.9	1.8	0.791056215763092
gyming	gym	thing	0.9	0.9	1.8	0.6872382164001465
gyptian	gypsy	haitian	0.89	0.9	1.79	0.7702099084854126
gyption	gyp	enation	1.0	0.9	1.9	0.6440589427947998
haa	hah	aaa	0.9	0.91	1.81	0.6355463266372681
haaha	had	aha	0.9	1.0	1.9	0.6867489814758301
haate	haj	abate	0.9	0.9	1.8	0.6336570978164673
haave	had	dave	0.9	0.94	1.8399999999999999	0.7253596782684326
habeces	haboob	faeces	0.87	0.92	1.79	0.6753216981887817
haber	hal	ber	0.9	1.0	1.9	0.7752441763877869
habia	hay	sabia	0.9	0.9	1.8	0.6501902937889099
hablame	habit	blame	0.89	0.95	1.8399999999999999	0.7171924710273743
hablando	habet	grando	0.89	0.92	1.81	0.7526009678840637
hablar	haj	glar	0.9	0.94	1.8399999999999999	0.6302498579025269
hablaste	habile	chaste	0.87	0.92	1.79	0.6350279450416565
hablo	haf	blo	0.9	1.0	1.9	0.6397183537483215
habors	haj	ors	0.9	1.0	1.9	0.6360458135604858
habra	hat	bra	0.9	1.0	1.9	0.6837149858474731
habren	hae	ren	0.9	1.0	1.9	0.6850907802581787
hacer	hag	ricer	0.9	0.9	1.8	0.6450217962265015
hacerme	hackee	berme	0.87	0.95	1.8199999999999998	0.6955356597900391
hacerse	hackle	erse	0.87	1.0	1.87	0.6822507381439209
haces	had	faces	0.9	0.9	1.8	0.6538724899291992
hacieendo	hache	kendo	0.89	0.95	1.8399999999999999	0.7221285104751587
haciendo	hache	kendo	0.89	0.95	1.8399999999999999	0.7221285104751587
haciendoles	hackee	doles	0.87	1.0	1.87	0.7487748265266418
hadda	haj	edda	0.9	0.94	1.8399999999999999	0.7264003753662109
haddon	had	don	0.9	1.0	1.9	0.6305506229400635
haden	han	den	0.9	1.0	1.9	0.738154411315918
hadir	hab	dir	0.9	1.0	1.9	0.8004904985427856
hadnin	haj	benin	0.9	0.9	1.8	0.725330114364624
hagamos	haggle	dynamos	0.87	0.9	1.77	0.6905333995819092
hagan	haj	lagan	0.9	0.9	1.8	0.6429427266120911
haging	had	ing	0.9	1.0	1.9	0.66849684715271
hagoo	hav	goo	0.9	1.0	1.9	0.6819711923599243
hairflip	hair	flip	0.93	1.0	1.9300000000000002	0.8207761645317078
hairr	hag	girr	0.9	0.94	1.8399999999999999	0.693000853061676
hairston	haidee	teston	0.87	0.92	1.79	0.7677030563354492
haked	haf	ked	0.9	1.0	1.9	0.6858139038085938
haley	hay	ley	0.9	1.0	1.9	0.716621994972229
halfassed	halted	classed	0.87	0.9	1.77	0.649304211139679
halfcourt	half	court	0.93	0.95	1.88	0.6323117613792419
hallae	hag	alae	0.9	0.94	1.8399999999999999	0.7217613458633423
halle	haj	selle	0.9	0.9	1.8	0.8182795643806458
hallie	had	lie	0.9	1.0	1.9	0.7863144874572754
halston	halaka	teston	0.87	0.92	1.79	0.7061924338340759
hambre	hay	libre	0.9	0.9	1.8	0.7698940634727478
hamburglar	hamble	glar	0.87	1.0	1.87	0.737461268901825
hamburgular	hamble	angular	0.87	0.94	1.81	0.6460243463516235
hamma	hao	amma	0.9	0.94	1.8399999999999999	0.837252676486969
hammie	had	jamie	0.9	0.9	1.8	0.7029532194137573
hammond	hammer	diamond	0.87	0.9	1.77	0.7126076221466064
hampton	hamble	krypton	0.87	0.9	1.77	0.7026375532150269
hancock	hand	cock	0.93	1.0	1.9300000000000002	0.7094945311546326
handin	hao	adin	0.9	0.94	1.8399999999999999	0.6589336395263672
handlin	hanse	maudlin	0.89	0.9	1.79	0.6653146743774414
hangin	hah	gin	0.9	1.0	1.9	0.6469184160232544
hangry	had	angry	0.9	0.9	1.8	0.7154567241668701
hannin	haj	benin	0.9	0.9	1.8	0.725330114364624
hantu	haj	montu	0.9	0.9	1.8	0.6901791095733643
hanya	hah	tanya	0.9	0.9	1.8	0.7418482303619385
hapens	han	ens	0.9	1.0	1.9	0.681257963180542
happend	happen	depend	0.87	0.92	1.79	0.7327672839164734
happenin	happed	genin	0.87	0.95	1.8199999999999998	0.6874668002128601
happenned	hapu	fanned	0.93	0.92	1.85	0.655920684337616
happi	hag	pappi	0.9	0.9	1.8	0.6804714202880859
happin	had	spin	0.9	0.94	1.8399999999999999	0.760347843170166
hardbody	hard	body	0.93	1.0	1.9300000000000002	0.8284435272216797
hardees	hards	dees	0.89	1.0	1.8900000000000001	0.6494203209877014
